NumNodes 616

NodeCoordinates
n_id   x   y   z  Tau_X Tau_Y Tau_Z SA_ind  A_ind  P_ind 3D_flag

112 3.0757001e+02 -2.5650000e+02 3.1799999e+01 -1.6870401e-05 -1.0924527e-05 1.0000000e+00 1.0000000e+00 0.0000000e+00 1.6870401e-05 0 0 0 0 
114 3.0757001e+02 -2.3400000e+02 3.1799999e+01 -5.5876490e-06 0.0000000e+00 1.0000000e+00 1.0000000e+00 0.0000000e+00 5.5876490e-06 0 0 0 0 
118 2.9300000e+02 -1.9983299e+02 3.1799999e+01 0.0000000e+00 0.0000000e+00 9.9999994e-01 1.0000000e+00 0.0000000e+00 0.0000000e+00 0 0 0 0 
124 2.9300000e+02 -2.3400000e+02 3.1799801e+01 -9.0763742e-06 0.0000000e+00 1.0000000e+00 1.0000000e+00 0.0000000e+00 9.0763742e-06 0 0 0 0 
133 2.9300000e+02 -8.6500000e+01 3.1799999e+01 0.0000000e+00 0.0000000e+00 1.0000000e+00 1.0000000e+00 0.0000000e+00 0.0000000e+00 0 0 0 0 
135 2.9300000e+02 -6.3166698e+01 3.1799999e+01 0.0000000e+00 0.0000000e+00 1.0000000e+00 1.0000000e+00 0.0000000e+00 0.0000000e+00 0 0 0 0 
139 2.9300000e+02 -2.9000000e+01 3.1799999e+01 0.0000000e+00 0.0000000e+00 1.0000000e+00 1.0000000e+00 0.0000000e+00 0.0000000e+00 0 0 0 0 
140 3.0757001e+02 -2.9000000e+01 3.1799999e+01 0.0000000e+00 0.0000000e+00 1.0000000e+00 1.0000000e+00 0.0000000e+00 0.0000000e+00 0 0 0 0 
142 2.9300000e+02 -6.5000300e+00 3.1799999e+01 0.0000000e+00 0.0000000e+00 1.0000000e+00 1.0000000e+00 0.0000000e+00 0.0000000e+00 0 0 0 0 
145 3.2850000e+02 -2.5650000e+02 3.1799999e+01 0.0000000e+00 0.0000000e+00 1.0000000e+00 1.0000000e+00 0.0000000e+00 0.0000000e+00 0 0 0 0 
146 3.2850000e+02 -2.3400000e+02 3.1799999e+01 0.0000000e+00 0.0000000e+00 1.0000000e+00 1.0000000e+00 0.0000000e+00 0.0000000e+00 0 0 0 0 
155 2.9300000e+02 -1.7650000e+02 3.1799999e+01 0.0000000e+00 0.0000000e+00 1.0000000e+00 1.0000000e+00 0.0000000e+00 0.0000000e+00 0 0 0 0 
159 3.2850000e+02 -2.9000000e+01 3.1799999e+01 0.0000000e+00 0.0000000e+00 1.0000000e+00 1.0000000e+00 0.0000000e+00 0.0000000e+00 0 0 0 0 
193 4.0000000e+02 -2.5650000e+02 3.1799999e+01 0.0000000e+00 0.0000000e+00 1.0000000e+00 1.0000000e+00 0.0000000e+00 0.0000000e+00 0 0 0 0 
