SubAreaId = 0
PartId1 = 0
PartId2 = 1
19532  40800  0  0  6
11566  30879  0  0  6
19019  38070  0  0  6
19534  40802  0  0  6
4115  8294  0  0  6
15423  34623  0  0  6
12339  33906  0  0  6
22619  41521  0  0  6
15169  34333  0  0  6
19538  40806  0  0  6
15427  34627  0  0  6
19539  40807  0  0  6
266  7787  0  0  6
19541  40809  0  0  6
19028  38079  0  0  6
19543  40811  0  0  6
4124  8331  0  0  6
15433  34633  0  0  6
8752  30469  0  0  6
3872  7979  0  0  6
15437  34637  0  0  6
19036  38087  0  0  6
3874  7981  0  0  6
19552  40820  0  0  6
19038  38089  0  0  6
15956  37374  0  0  6
15444  34644  0  0  6
19556  40824  0  0  6
3881  7988  0  0  6
15189  34353  0  0  6
12363  33930  0  0  6
3883  7990  0  0  6
3886  7993  0  0  6
15195  34359  0  0  6
22648  41550  0  0  6
19052  38103  0  0  6
15968  37386  0  0  6
18798  37813  0  0  6
8776  30493  0  0  6
19056  38107  0  0  6
3894  8022  0  0  6
22657  41559  0  0  6
19062  38113  0  0  6
12381  33949  0  0  6
19066  38117  0  0  6
306  7814  0  0  6
22665  41567  0  0  6
22667  41569  0  0  6
19585  40854  0  0  6
19073  38124  0  0  6
8794  30511  0  0  6
18818  37833  0  0  6
8796  30513  0  0  6
15992  37410  0  0  6
3914  8084  0  0  6
18824  37839  0  0  6
22681  41583  0  0  6
11630  30943  0  0  6
3920  8099  0  0  6
19597  40866  0  0  6
22427  41293  0  0  6
12405  33973  0  0  6
22685  41587  0  0  6
8808  30525  0  0  6
4182  8397  0  0  6
8809  30526  0  0  6
8811  30528  0  0  6
22691  41593  0  0  6
16010  37429  0  0  6
8815  30532  0  0  6
22695  41597  0  0  6
8817  30534  0  0  6
4191  8406  0  0  6
8818  30535  0  0  6
341  7832  0  0  6
22702  41604  0  0  6
343  7834  0  0  6
12423  33991  0  0  6
22447  41313  0  0  6
12425  33993  0  0  6
19621  40890  0  0  6
11659  30972  0  0  6
22453  41319  0  0  6
15259  34423  0  0  6
16034  37453  0  0  6
12437  34005  0  0  6
12438  34006  0  0  6
11668  31009  0  0  6
12440  34008  0  0  6
19639  40909  0  0  6
11416  30657  0  0  6
4220  8435  0  0  6
12444  34012  0  0  6
4736  8542  0  0  6
11418  30659  0  0  6
12446  34014  0  0  6
368  7846  0  0  6
12447  34015  0  0  6
369  7847  0  0  6
112  7643  0  0  6
370  7848  0  0  6
114  7645  0  0  6
372  7850  0  0  6
11425  30666  0  0  6
4229  8444  0  0  6
118  7649  0  0  6
16052  37471  0  0  6
11427  30668  0  0  6
16054  37473  0  0  6
4233  8448  0  0  6
11430  30671  0  0  6
124  7655  0  0  6
15288  34452  0  0  6
383  7854  0  0  6
4239  8454  0  0  6
18888  37903  0  0  6
385  7856  0  0  6
4241  8456  0  0  6
386  7857  0  0  6
11438  30700  0  0  6
19663  40933  0  0  6
16066  37485  0  0  6
133  7664  0  0  6
16067  37486  0  0  6
15297  34489  0  0  6
135  7666  0  0  6
16069  37488  0  0  6
139  7670  0  0  6
15045  34137  0  0  6
16073  37492  0  0  6
140  7671  0  0  6
3996  8175  0  0  6
15047  34139  0  0  6
16075  37494  0  0  6
142  7673  0  0  6
16076  37495  0  0  6
4255  8470  0  0  6
145  7676  0  0  6
8626  30341  0  0  6
146  7677  0  0  6
4259  8474  0  0  6
15054  34146  0  0  6
8630  30345  0  0  6
19681  40951  0  0  6
11458  30762  0  0  6
15056  34148  0  0  6
19683  40953  0  0  6
4265  8480  0  0  6
15059  34151  0  0  6
155  7686  0  0  6
8636  30351  0  0  6
11464  30777  0  0  6
18917  37932  0  0  6
4269  8484  0  0  6
22517  41383  0  0  6
159  7690  0  0  6
4016  8195  0  0  6
15067  34180  0  0  6
19695  40965  0  0  6
4276  8491  0  0  6
8645  30360  0  0  6
19696  40966  0  0  6
18926  37969  0  0  6
8647  30362  0  0  6
19698  40968  0  0  6
11732  31081  0  0  6
4022  8201  0  0  6
8651  30366  0  0  6
18674  37617  0  0  6
19702  40972  0  0  6
8652  30367  0  0  6
18676  37619  0  0  6
19704  40974  0  0  6
8654  30369  0  0  6
19705  40975  0  0  6
8656  30371  0  0  6
12255  33821  0  0  6
18683  37626  0  0  6
12259  33825  0  0  6
15087  34242  0  0  6
18685  37628  0  0  6
8665  30380  0  0  6
18688  37631  0  0  6
12265  33831  0  0  6
15093  34257  0  0  6
22546  41412  0  0  6
8669  30384  0  0  6
18696  37660  0  0  6
193  7725  0  0  6
194  7726  0  0  6
12274  33840  0  0  6
11761  31110  0  0  6
22555  41449  0  0  6
12276  33842  0  0  6
15361  34561  0  0  6
12280  33846  0  0  6
22303  41097  0  0  6
12281  33847  0  0  6
22305  41099  0  0  6
12283  33849  0  0  6
11770  31119  0  0  6
206  7738  0  0  6
12285  33851  0  0  6
15884  37301  0  0  6
22312  41106  0  0  6
15888  37305  0  0  6
18716  37722  0  0  6
22314  41108  0  0  6
11778  31127  0  0  6
12294  33860  0  0  6
11780  31129  0  0  6
22317  41111  0  0  6
8698  30414  0  0  6
15894  37311  0  0  6
18722  37737  0  0  6
12298  33864  0  0  6
22325  41140  0  0  6
15903  37320  0  0  6
15390  34590  0  0  6
15905  37322  0  0  6
11794  31143  0  0  6
8710  30426  0  0  6
18990  38041  0  0  6
4086  8265  0  0  6
11540  30853  0  0  6
15909  37326  0  0  6
11798  31147  0  0  6
15910  37327  0  0  6
15912  37329  0  0  6
15399  34599  0  0  6
15914  37331  0  0  6
19513  40781  0  0  6
11804  31153  0  0  6
239  7767  0  0  6
240  7768  0  0  6
19517  40785  0  0  6
11808  31157  0  0  6
22345  41202  0  0  6
15407  34607  0  0  6
15923  37340  0  0  6
15409  34609  0  0  6
12327  33894  0  0  6
19523  40791  0  0  6
22351  41217  0  0  6
11815  31164  0  0  6
15927  37344  0  0  6
11560  30873  0  0  6
8734  30450  0  0  6
SubAreaId = 1
PartId1 = 0
PartId2 = 1
4088  8267  0  0  6
18698  37662  0  0  6
15282  34446  0  0  6
22519  41385  0  0  6
15083  34229  0  0  6
11734  31083  0  0  6
3896  8024  0  0  6
22327  41142  0  0  6
18911  37926  0  0  6
11542  30855  0  0  6
18712  37709  0  0  6
15363  34563  0  0  6
4109  8288  0  0  6
3910  8071  0  0  6
22540  41406  0  0  6
15171  34335  0  0  6
11755  31104  0  0  6
22341  41189  0  0  6
18992  38043  0  0  6
11556  30869  0  0  6
4193  8408  0  0  6
18800  37815  0  0  6
11632  30945  0  0  6
15384  34584  0  0  6
22621  41523  0  0  6
15185  34349  0  0  6
3998  8177  0  0  6
11440  30702  0  0  6
22429  41295  0  0  6
15261  34425  0  0  6
19013  38064  0  0  6
18814  37829  0  0  6
4012  8191  0  0  6
4214  8429  0  0  6
15069  34182  0  0  6
11653  30966  0  0  6
18890  37905  0  0  6
22642  41544  0  0  6
11454  30749  0  0  6
22443  41309  0  0  6
SubAreaId = 1
PartId1 = 1
PartId2 = 2
41406  41927  0  0  1000
8177  8570  0  0  1000
37926  41847  0  0  1000
41544  41945  0  0  1000
41142  41900  0  0  1000
38064  41865  0  0  1000
37662  41820  0  0  1000
34446  41767  0  0  1000
34584  41785  0  0  1000
34182  41740  0  0  1000
30966  41687  0  0  1000
31104  41705  0  0  1000
30702  41660  0  0  1000
8191  8561  0  0  1000
41295  41918  0  0  1000
8267  8588  0  0  1000
37815  41838  0  0  1000
34335  41758  0  0  1000
8071  8543  0  0  1000
8408  8606  0  0  1000
30855  41678  0  0  1000
41309  41909  0  0  1000
37829  41829  0  0  1000
34349  41749  0  0  1000
41385  41936  0  0  1000
8288  8579  0  0  1000
30869  41669  0  0  1000
41523  41954  0  0  1000
37905  41856  0  0  1000
41189  41891  0  0  1000
8024  8552  0  0  1000
38043  41874  0  0  1000
34425  41776  0  0  1000
8429  8597  0  0  1000
37709  41811  0  0  1000
34563  41794  0  0  1000
30945  41696  0  0  1000
34229  41731  0  0  1000
31083  41714  0  0  1000
30749  41651  0  0  1000
